product_id,size_id,code,quantity,size,price_gross,price_net,vat
3028,0,3028-0,53,one size,72.29,58.77,23.0
3029,0,3029-0,42,one size,72.29,58.77,23.0
3030,0,3030-0,41,one size,72.29,58.77,23.0
3031,0,3031-0,44,one size,72.29,58.77,23.0
3032,0,3032-0,106,one size,72.29,58.77,23.0
3033,0,3033-0,152,one size,72.29,58.77,23.0
3034,0,3034-0,142,one size,72.29,58.77,23.0
3035,0,3035-0,161,one size,72.29,58.77,23.0
3036,0,3036-0,122,one size,72.29,58.77,23.0
3037,0,3037-0,68,one size,72.29,58.77,23.0
3038,0,3038-0,47,one size,72.29,58.77,23.0
3039,0,3039-0,26,one size,72.29,58.77,23.0
3040,0,3040-0,9,one size,72.29,58.77,23.0
3041,0,3041-0,77,one size,72.29,58.77,23.0
3042,0,3042-0,146,one size,72.29,58.77,23.0
3043,0,3043-0,68,one size,72.29,58.77,23.0
3044,0,3044-0,115,one size,72.29,58.77,23.0
3045,0,3045-0,58,one size,72.29,58.77,23.0
3371,36,3371-36,12,36,107.22,87.17,23.0
3372,37,3372-37,11,37,107.22,87.17,23.0
3374,22,3374-22,14,39,107.22,87.17,23.0
3375,23,3375-23,14,40,107.22,87.17,23.0
3382,30,3382-30,28,47,107.22,87.17,23.0
3411,0,3411-0,12000,one size,0.00,0.00,23.0
3450,K,3450-K,1884,50X100,7.66,6.23,23.0
3451,L,3451-L,1018,70X140,14.45,11.75,23.0
3452,K,3452-K,517,50X100,8.07,6.56,23.0
3453,L,3453-L,1296,70X140,15.22,12.37,23.0
3454,K,3454-K,1394,50X100,8.07,6.56,23.0
3455,L,3455-L,2172,70X140,15.22,12.37,23.0
3512,K,3512-K,1085,50X100,6.52,5.30,23.0
3513,L,3513-L,10,70X140,11.72,9.53,23.0
3514,K,3514-K,332,50X100,6.99,5.68,23.0
3517,K,3517-K,287,50X100,6.99,5.68,23.0
3518,K,3518-K,3603,50X100,6.52,5.30,23.0
3519,L,3519-L,1,70X140,11.72,9.53,23.0
3520,K,3520-K,262,50X100,6.99,5.68,23.0
3522,K,3522-K,495,50X100,6.52,5.30,23.0
3523,L,3523-L,2233,70X140,11.72,9.53,23.0
