product_id,size_id,code,quantity,size,price_gross,price_net,vat
70,L,70-L,1008,70X140,21.24,17.27,23.0
72,L,72-L,2784,70X140,21.24,17.27,23.0
73,L,73-L,1765,70X140,21.24,17.27,23.0
74,L,74-L,458,70X140,21.24,17.27,23.0
75,L,75-L,1203,70X140,21.24,17.27,23.0
76,L,76-L,320,70X140,21.24,17.27,23.0
77,K,77-K,1490,50X100,10.57,8.59,23.0
79,K,79-K,5284,50X100,10.57,8.59,23.0
80,K,80-K,780,50X100,10.57,8.59,23.0
81,K,81-K,1109,50X100,10.57,8.59,23.0
82,K,82-K,614,50X100,10.57,8.59,23.0
84,L,84-L,118,70X140,15.22,12.37,23.0
86,L,86-L,1155,70X140,15.22,12.37,23.0
89,K,89-K,4000,50X100,8.07,6.56,23.0
90,K,90-K,3793,50X100,8.07,6.56,23.0
91,K,91-K,1038,50X100,8.07,6.56,23.0
92,K,92-K,168,50X100,8.07,6.56,23.0
135,5,135-5,12918,S,8.10,7.50,8.0
136,N,136-N,33727,M,8.10,7.50,8.0
137,M,137-M,16557,L,8.10,7.50,8.0
138,P,138-P,9479,XL,8.10,7.50,8.0
139,5,139-5,5012,S,7.67,7.10,8.0
140,N,140-N,8936,M,7.67,7.10,8.0
141,M,141-M,5307,L,7.67,7.10,8.0
142,P,142-P,5272,XL,7.67,7.10,8.0
143,5,143-5,953,S,9.59,8.88,8.0
144,N,144-N,3836,M,9.59,8.88,8.0
145,M,145-M,2967,L,9.59,8.88,8.0
146,P,146-P,339,XL,9.59,8.88,8.0
148,5,148-5,1,S,12.52,11.59,8.0
149,N,149-N,1603,M,12.52,11.59,8.0
151,P,151-P,13,XL,12.52,11.59,8.0
152,6,152-6,1824,XS,11.33,10.49,8.0
153,5,153-5,2888,S,11.33,10.49,8.0
154,N,154-N,210,M,11.33,10.49,8.0
155,M,155-M,2143,L,11.33,10.49,8.0
157,5,157-5,4359,S,9.27,8.58,8.0
158,N,158-N,9323,M,9.27,8.58,8.0
159,M,159-M,1280,L,9.27,8.58,8.0
160,P,160-P,812,XL,9.27,8.58,8.0
182,6,182-6,331,XS,12.85,11.90,8.0
183,5,183-5,1927,S,12.85,11.90,8.0
184,N,184-N,1190,M,12.85,11.90,8.0
211,16,211-16,126,34/35,61.62,50.10,23.0
212,16,212-16,170,34/35,61.62,50.10,23.0
213,17,213-17,176,36/37,61.62,50.10,23.0
215,19,215-19,78,40/41,61.62,50.10,23.0
216,20,216-20,502,42/43,61.62,50.10,23.0
217,21,217-21,201,44/45,61.62,50.10,23.0
218,17,218-17,448,36/37,61.62,50.10,23.0
219,18,219-18,268,38/39,61.62,50.10,23.0
220,19,220-19,263,40/41,61.62,50.10,23.0
221,20,221-20,379,42/43,61.62,50.10,23.0
222,21,222-21,163,44/45,61.62,50.10,23.0
226,23,226-23,50,40,97.13,78.97,23.0
229,25,229-25,140,42,97.13,78.97,23.0
231,26,231-26,267,43,97.13,78.97,23.0
232,27,232-27,13,44,97.13,78.97,23.0
234,28,234-28,23,45,97.13,78.97,23.0
235,29,235-29,54,46,97.13,78.97,23.0
236,30,236-30,38,47,97.13,78.97,23.0
237,34,237-34,65897,10/XL,1.18,0.96,23.0
239,31,239-31,4114,7/S,1.08,0.88,23.0
240,32,240-32,5437,8/M,1.08,0.88,23.0
241,33,241-33,5960,9/L,1.08,0.88,23.0
242,34,242-34,6958,10/XL,1.08,0.88,23.0
244,35,244-35,853,11/XXL,1.08,0.88,23.0
245,31,245-31,480,7/S,1.22,0.99,23.0
246,32,246-32,2512,8/M,1.22,0.99,23.0
247,34,247-34,7716,10/XL,1.22,0.99,23.0
248,33,248-33,2623,9/L,1.22,0.99,23.0
249,35,249-35,4749,11/XXL,1.22,0.99,23.0
251,22,251-22,147,39,47.32,38.47,23.0
252,23,252-23,246,40,47.32,38.47,23.0
253,24,253-24,234,41,47.32,38.47,23.0
254,25,254-25,12,42,47.32,38.47,23.0
256,27,256-27,109,44,47.32,38.47,23.0
259,30,259-30,45,47,47.32,38.47,23.0
260,31,260-31,1612,7/S,1.22,0.99,23.0
262,33,262-33,1444,9/L,1.22,0.99,23.0
264,35,264-35,2,11/XXL,1.22,0.99,23.0
265,31,265-31,125,7/S,1.03,0.84,23.0
266,32,266-32,4186,8/M,1.03,0.84,23.0
267,33,267-33,37216,9/L,1.03,0.84,23.0
268,34,268-34,94515,10/XL,1.03,0.84,23.0
269,35,269-35,465,11/XXL,1.03,0.84,23.0
270,31,270-31,304,7/S,1.09,0.89,23.0
271,32,271-32,1374,8/M,1.09,0.89,23.0
272,33,272-33,1429,9/L,1.09,0.89,23.0
273,34,273-34,28,10/XL,1.09,0.89,23.0
274,35,274-35,107,11/XXL,1.09,0.89,23.0
275,32,275-32,18460,8/M,1.71,1.39,23.0
276,31,276-31,31290,7/S,1.71,1.39,23.0
277,33,277-33,19634,9/L,1.71,1.39,23.0
278,34,278-34,12620,10/XL,1.71,1.39,23.0
279,35,279-35,484,11/XXL,1.71,1.39,23.0
280,31,280-31,9303,7/S,1.35,1.10,23.0
281,32,281-32,26735,8/M,1.35,1.10,23.0
282,33,282-33,15668,9/L,1.35,1.10,23.0
283,34,283-34,20476,10/XL,1.35,1.10,23.0
284,35,284-35,7640,11/XXL,1.35,1.10,23.0
285,33,285-33,482,9/L,6.92,5.63,23.0
286,34,286-34,838,10/XL,6.92,5.63,23.0
287,35,287-35,5499,11/XXL,6.92,5.63,23.0
289,32,289-32,4335,8/M,4.78,3.89,23.0
290,36,290-36,15,36,48.49,39.42,23.0
291,33,291-33,19210,9/L,4.78,3.89,23.0
292,34,292-34,9736,10/XL,4.78,3.89,23.0
293,35,293-35,18466,11/XXL,4.78,3.89,23.0
295,31,295-31,1598,7/S,1.19,0.97,23.0
296,32,296-32,2,8/M,1.19,0.97,23.0
298,34,298-34,60682,10/XL,1.19,0.97,23.0
299,37,299-37,13,37,48.49,39.42,23.0
301,38,301-38,56,38,48.49,39.42,23.0
302,33,302-33,12010,9/L,2.64,2.15,23.0
303,23,303-23,177,40,48.49,39.42,23.0
304,22,304-22,133,39,48.49,39.42,23.0
305,24,305-24,325,41,48.49,39.42,23.0
306,25,306-25,578,42,48.49,39.42,23.0
307,34,307-34,16140,10/XL,2.64,2.15,23.0
308,26,308-26,362,43,48.49,39.42,23.0
309,35,309-35,11780,11/XXL,2.64,2.15,23.0
310,27,310-27,344,44,48.49,39.42,23.0
311,28,311-28,266,45,48.49,39.42,23.0
313,29,313-29,176,46,48.49,39.42,23.0
314,30,314-30,25,47,48.49,39.42,23.0
315,33,315-33,13863,9/L,2.53,2.06,23.0
316,22,316-22,277,39,52.89,43.00,23.0
317,34,317-34,24296,10/XL,2.53,2.06,23.0
318,23,318-23,92,40,52.89,43.00,23.0
319,24,319-24,315,41,52.89,43.00,23.0
320,25,320-25,997,42,52.89,43.00,23.0
322,26,322-26,569,43,52.89,43.00,23.0
324,32,324-32,3642,8/M,1.16,0.94,23.0
325,33,325-33,39379,9/L,1.16,0.94,23.0
326,34,326-34,75862,10/XL,1.16,0.94,23.0
327,27,327-27,303,44,52.89,43.00,23.0
328,35,328-35,19543,11/XXL,1.16,0.94,23.0
329,28,329-28,194,45,52.89,43.00,23.0
330,29,330-29,43,46,52.89,43.00,23.0
331,30,331-30,331,47,52.89,43.00,23.0
332,22,332-22,25,39,68.57,55.75,23.0
333,31,333-31,1648,7/S,2.24,1.82,23.0
334,32,334-32,992,8/M,2.21,1.80,23.0
335,33,335-33,5383,9/L,2.21,1.80,23.0
336,34,336-34,16587,10/XL,2.21,1.80,23.0
337,34,337-34,25256,10/XL,3.01,2.45,23.0
338,23,338-23,4,40,68.57,55.75,23.0
339,24,339-24,132,41,68.57,55.75,23.0
340,25,340-25,114,42,68.57,55.75,23.0
341,26,341-26,96,43,68.57,55.75,23.0
342,27,342-27,94,44,68.57,55.75,23.0
343,28,343-28,9,45,68.57,55.75,23.0
344,31,344-31,12495,7/S,1.13,0.92,23.0
345,29,345-29,64,46,68.57,55.75,23.0
347,30,347-30,44,47,68.57,55.75,23.0
348,33,348-33,21600,9/L,1.13,0.92,23.0
349,34,349-34,11520,10/XL,1.13,0.92,23.0
350,35,350-35,7440,11/XXL,1.13,0.92,23.0
352,31,352-31,22739,7/S,0.93,0.76,23.0
353,23,353-23,4,40,50.16,40.78,23.0
354,32,354-32,36143,8/M,0.93,0.76,23.0
355,24,355-24,16,41,50.16,40.78,23.0
356,33,356-33,13011,9/L,0.93,0.76,23.0
357,25,357-25,97,42,50.16,40.78,23.0
360,35,360-35,10201,11/XXL,0.93,0.76,23.0
363,29,363-29,56,46,50.16,40.78,23.0
364,30,364-30,51,47,50.16,40.78,23.0
366,34,366-34,139879,10/XL,0.75,0.61,23.0
368,33,368-33,1212,9/L,0.96,0.78,23.0
374,23,374-23,25,40,51.52,41.89,23.0
379,33,379-33,12453,9/L,1.03,0.84,23.0
384,35,384-35,118,11/XXL,1.03,0.84,23.0
385,22,385-22,93,39,44.59,36.25,23.0
387,23,387-23,174,40,44.59,36.25,23.0
389,24,389-24,266,41,44.59,36.25,23.0
391,25,391-25,696,42,44.59,36.25,23.0
394,26,394-26,605,43,44.59,36.25,23.0
395,27,395-27,476,44,44.59,36.25,23.0
396,33,396-33,32566,9/L,1.37,1.11,23.0
397,28,397-28,372,45,44.59,36.25,23.0
398,29,398-29,237,46,44.59,36.25,23.0
399,30,399-30,91,47,44.59,36.25,23.0
402,35,402-35,14460,11/XXL,1.44,1.17,23.0
409,34,409-34,18116,10/XL,1.13,0.92,23.0
410,23,410-23,60,40,46.06,37.45,23.0
411,24,411-24,114,41,46.06,37.45,23.0
412,25,412-25,268,42,46.06,37.45,23.0
413,26,413-26,184,43,46.06,37.45,23.0
414,27,414-27,200,44,46.06,37.45,23.0
415,33,415-33,36711,9/L,1.85,1.50,23.0
416,28,416-28,155,45,46.06,37.45,23.0
417,29,417-29,61,46,46.06,37.45,23.0
418,30,418-30,18,47,46.06,37.45,23.0
419,22,419-22,394,39,49.03,39.86,23.0
420,34,420-34,12,10/XL,1.85,1.50,23.0
421,35,421-35,12254,11/XXL,1.85,1.50,23.0
422,33,422-33,6355,9/L,1.18,0.96,23.0
425,35,425-35,39652,11/XXL,1.18,0.96,23.0
426,33,426-33,68183,9/L,1.38,1.12,23.0
427,34,427-34,13792,10/XL,1.38,1.12,23.0
428,35,428-35,40024,11/XXL,1.38,1.12,23.0
431,33,431-33,5658,9/L,1.39,1.13,23.0
434,31,434-31,2669,7/S,0.90,0.73,23.0
436,33,436-33,684,9/L,0.90,0.73,23.0
437,34,437-34,3612,10/XL,0.90,0.73,23.0
439,34,439-34,24114,10/XL,3.44,2.80,23.0
441,32,441-32,2320,8/M,0.42,0.34,23.0
442,33,442-33,3,9/L,0.42,0.34,23.0
444,31,444-31,931,7/S,4.29,3.49,23.0
445,32,445-32,5877,8/M,4.29,3.49,23.0
446,33,446-33,1845,9/L,4.29,3.49,23.0
447,34,447-34,12309,10/XL,4.29,3.49,23.0
449,34,449-34,22,10/XL,4.24,3.45,23.0
450,34,450-34,8909,10/XL,4.24,3.45,23.0
451,32,451-32,11886,8/M,5.07,4.12,23.0
452,33,452-33,16545,9/L,5.07,4.12,23.0
453,34,453-34,4949,10/XL,5.07,4.12,23.0
454,35,454-35,9974,11/XXL,5.07,4.12,23.0
455,23,455-23,499,40,49.03,39.86,23.0
456,24,456-24,797,41,49.03,39.86,23.0
457,25,457-25,1400,42,49.03,39.86,23.0
458,26,458-26,1426,43,49.03,39.86,23.0
459,27,459-27,1154,44,49.03,39.86,23.0
460,28,460-28,789,45,49.03,39.86,23.0
461,29,461-29,331,46,49.03,39.86,23.0
462,30,462-30,340,47,49.03,39.86,23.0
463,33,463-33,4019,9/L,7.55,6.14,23.0
464,35,464-35,1881,11/XXL,7.55,6.14,23.0
465,34,465-34,5025,10/XL,7.55,6.14,23.0
466,22,466-22,14,39,145.14,118.00,23.0
467,33,467-33,17006,9/L,6.15,5.00,23.0
469,24,469-24,224,41,145.14,118.00,23.0
470,34,470-34,17522,10/XL,6.15,5.00,23.0
471,25,471-25,194,42,145.14,118.00,23.0
473,26,473-26,171,43,145.14,118.00,23.0
474,31,474-31,1295,7/S,4.38,3.56,23.0
475,27,475-27,233,44,145.14,118.00,23.0
476,28,476-28,192,45,145.14,118.00,23.0
479,32,479-32,6431,8/M,4.38,3.56,23.0
480,33,480-33,9685,9/L,4.38,3.56,23.0
481,34,481-34,14441,10/XL,4.38,3.56,23.0
482,35,482-35,8309,11/XXL,4.38,3.56,23.0
483,22,483-22,4,39,142.68,116.00,23.0
484,23,484-23,14,40,142.68,116.00,23.0
485,31,485-31,16604,7/S,1.39,1.13,23.0
486,24,486-24,41,41,142.68,116.00,23.0
487,25,487-25,68,42,142.68,116.00,23.0
488,26,488-26,104,43,142.68,116.00,23.0
489,27,489-27,130,44,142.68,116.00,23.0
490,32,490-32,17231,8/M,1.39,1.13,23.0
491,28,491-28,73,45,142.68,116.00,23.0
492,33,492-33,4889,9/L,1.39,1.13,23.0
495,30,495-30,6,47,142.68,116.00,23.0
496,31,496-31,2359,7/S,6.38,5.19,23.0
497,36,497-36,327,36,75.77,61.60,23.0
498,32,498-32,4817,8/M,6.38,5.19,23.0
499,37,499-37,259,37,75.77,61.60,23.0
500,38,500-38,293,38,75.77,61.60,23.0
501,33,501-33,5772,9/L,6.38,5.19,23.0
502,22,502-22,270,39,75.77,61.60,23.0
503,34,503-34,5802,10/XL,6.38,5.19,23.0
504,23,504-23,190,40,75.77,61.60,23.0
505,24,505-24,9,41,75.77,61.60,23.0
506,25,506-25,97,42,75.77,61.60,23.0
509,28,509-28,18,45,75.77,61.60,23.0
511,30,511-30,87,47,75.77,61.60,23.0
513,33,513-33,2142,9/L,16.53,13.44,23.0
514,34,514-34,1317,10/XL,16.53,13.44,23.0
515,35,515-35,993,11/XXL,16.53,13.44,23.0
516,32,516-32,1521,8/M,16.01,13.02,23.0
517,33,517-33,2820,9/L,16.01,13.02,23.0
518,34,518-34,4383,10/XL,16.01,13.02,23.0
519,35,519-35,1329,11/XXL,16.01,13.02,23.0
520,34,520-34,822,10/XL,8.86,7.20,23.0
521,35,521-35,2048,11/XXL,8.86,7.20,23.0
522,34,522-34,2985,10/XL,13.10,10.65,23.0
523,35,523-35,2792,11/XXL,13.10,10.65,23.0
524,34,524-34,285,10/XL,14.59,11.86,23.0
525,39,525-39,1515,53-62 cm,26.89,21.86,23.0
526,39,526-39,776,53-62 cm,26.89,21.86,23.0
527,22,527-22,149,39,77.49,63.00,23.0
528,23,528-23,130,40,77.49,63.00,23.0
529,24,529-24,202,41,77.49,63.00,23.0
530,25,530-25,395,42,77.49,63.00,23.0
531,26,531-26,414,43,77.49,63.00,23.0
532,27,532-27,334,44,77.49,63.00,23.0
533,28,533-28,269,45,77.49,63.00,23.0
534,29,534-29,134,46,77.49,63.00,23.0
535,30,535-30,94,47,77.49,63.00,23.0
536,22,536-22,60,39,82.41,67.00,23.0
537,36,537-36,62,36,82.41,67.00,23.0
538,37,538-37,92,37,82.41,67.00,23.0
539,38,539-38,29,38,82.41,67.00,23.0
540,23,540-23,143,40,82.41,67.00,23.0
541,39,541-39,584,53-62 cm,26.89,21.86,23.0
542,24,542-24,284,41,82.41,67.00,23.0
543,25,543-25,365,42,82.41,67.00,23.0
544,26,544-26,328,43,82.41,67.00,23.0
545,27,545-27,158,44,82.41,67.00,23.0
546,28,546-28,52,45,82.41,67.00,23.0
547,39,547-39,639,53-62 cm,26.89,21.86,23.0
548,29,548-29,71,46,82.41,67.00,23.0
549,39,549-39,27,53-62 cm,26.89,21.86,23.0
550,30,550-30,78,47,82.41,67.00,23.0
551,39,551-39,231,53-62 cm,26.89,21.86,23.0
553,39,553-39,913,53-62 cm,11.56,9.40,23.0
554,39,554-39,475,53-62 cm,11.56,9.40,23.0
556,39,556-39,403,53-62 cm,11.56,9.40,23.0
557,39,557-39,433,53-62 cm,11.56,9.40,23.0
558,39,558-39,419,53-62 cm,11.56,9.40,23.0
559,40,559-40,1921,58-62 cm,21.99,17.88,23.0
561,40,561-40,1331,58-62 cm,21.99,17.88,23.0
562,40,562-40,1402,58-62 cm,16.48,13.40,23.0
563,40,563-40,1253,58-62 cm,16.48,13.40,23.0
565,42,565-42,497,uniwersalny,58.43,47.50,23.0
566,36,566-36,108,36,59.89,48.69,23.0
567,37,567-37,154,37,59.89,48.69,23.0
568,38,568-38,219,38,59.89,48.69,23.0
569,42,569-42,602,uniwersalny,62.12,50.50,23.0
570,22,570-22,205,39,59.89,48.69,23.0
571,23,571-23,152,40,59.89,48.69,23.0
572,24,572-24,191,41,59.89,48.69,23.0
573,25,573-25,383,42,59.89,48.69,23.0
574,26,574-26,327,43,59.89,48.69,23.0
575,27,575-27,228,44,59.89,48.69,23.0
576,28,576-28,163,45,59.89,48.69,23.0
577,29,577-29,130,46,59.89,48.69,23.0
578,42,578-42,162,uniwersalny,24.54,19.95,23.0
579,30,579-30,141,47,59.89,48.69,23.0
580,22,580-22,214,39,64.14,52.15,23.0
581,23,581-23,289,40,64.14,52.15,23.0
582,24,582-24,270,41,64.14,52.15,23.0
583,25,583-25,70,42,64.14,52.15,23.0
585,26,585-26,450,43,64.14,52.15,23.0
586,27,586-27,360,44,64.14,52.15,23.0
587,28,587-28,270,45,64.14,52.15,23.0
589,29,589-29,190,46,64.14,52.15,23.0
590,30,590-30,120,47,64.14,52.15,23.0
591,42,591-42,5272,uniwersalny,7.33,5.96,23.0
592,42,592-42,2717,uniwersalny,13.63,11.08,23.0
593,42,593-42,1718,uniwersalny,3.84,3.12,23.0
594,42,594-42,2388,uniwersalny,3.99,3.24,23.0
595,42,595-42,4631,uniwersalny,4.29,3.49,23.0
596,16,596-16,68,34/35,35.06,28.50,23.0
597,17,597-17,6,36/37,35.06,28.50,23.0
601,21,601-21,105,44/45,35.06,28.50,23.0
602,42,602-42,749,uniwersalny,4.03,3.28,23.0
604,16,604-16,147,34/35,35.06,28.50,23.0
605,17,605-17,192,36/37,35.06,28.50,23.0
606,18,606-18,131,38/39,35.06,28.50,23.0
607,19,607-19,106,40/41,35.06,28.50,23.0
608,20,608-20,165,42/43,35.06,28.50,23.0
609,21,609-21,120,44/45,35.06,28.50,23.0
611,42,611-42,4155,uniwersalny,5.07,4.12,23.0
612,42,612-42,4113,uniwersalny,9.08,7.38,23.0
613,42,613-42,3917,uniwersalny,3.52,2.86,23.0
614,42,614-42,2334,uniwersalny,9.07,7.37,23.0
615,42,615-42,533,uniwersalny,39.04,31.74,23.0
616,42,616-42,828,uniwersalny,25.08,20.39,23.0
620,42,620-42,4,uniwersalny,2.41,1.96,23.0
621,42,621-42,634,uniwersalny,2.66,2.16,23.0
622,42,622-42,662,uniwersalny,3.62,2.94,23.0
623,42,623-42,922,uniwersalny,6.01,4.89,23.0
625,42,625-42,836,uniwersalny,2.98,2.42,23.0
626,42,626-42,763,uniwersalny,3.20,2.60,23.0
627,42,627-42,41,uniwersalny,5.87,4.77,23.0
628,42,628-42,3137,uniwersalny,5.09,4.14,23.0
629,42,629-42,3435,uniwersalny,5.09,4.14,23.0
630,42,630-42,1936,uniwersalny,5.09,4.14,23.0
631,42,631-42,5280,uniwersalny,5.09,4.14,23.0
632,42,632-42,7857,uniwersalny,8.75,7.11,23.0
633,42,633-42,1822,uniwersalny,10.93,8.89,23.0
634,42,634-42,5430,uniwersalny,10.93,8.89,23.0
635,42,635-42,2270,uniwersalny,4.35,3.54,23.0
637,K,637-K,27,50X100,6.37,5.18,23.0
639,K,639-K,326,50X100,6.37,5.18,23.0
641,K,641-K,179,50X100,6.37,5.18,23.0
642,K,642-K,899,50X100,6.52,5.30,23.0
643,K,643-K,3046,50X100,6.52,5.30,23.0
644,K,644-K,3891,50X100,6.52,5.30,23.0
645,K,645-K,1732,50X100,6.52,5.30,23.0
646,K,646-K,1482,50X100,6.52,5.30,23.0
647,L,647-L,692,70X140,11.72,9.53,23.0
650,L,650-L,1165,70X140,11.72,9.53,23.0
651,L,651-L,3,70X140,11.72,9.53,23.0
657,K,657-K,3926,50X100,5.29,4.30,23.0
664,K,664-K,46,50X100,5.24,4.26,23.0
665,K,665-K,54,50X100,5.24,4.26,23.0
666,K,666-K,47,50X100,5.24,4.26,23.0
667,K,667-K,37,50X100,5.24,4.26,23.0
668,K,668-K,47,50X100,5.24,4.26,23.0
669,L,669-L,51,70X140,10.06,8.18,23.0
670,L,670-L,1398,70X140,9.80,7.97,23.0
671,L,671-L,50,70X140,10.06,8.18,23.0
672,K,672-K,50,50X100,10.06,8.18,23.0
672,L,672-L,,70X140,10.06,8.18,23.0
673,L,673-L,15375,70X140,9.80,7.97,23.0
674,L,674-L,98,70X140,10.06,8.18,23.0
675,L,675-L,14709,70X140,9.80,7.97,23.0
676,L,676-L,90,70X140,10.06,8.18,23.0
677,L,677-L,10556,70X140,9.80,7.97,23.0
678,L,678-L,3083,70X140,9.80,7.97,23.0
679,42,679-42,1293,uniwersalny,54.80,44.55,23.0
680,43,680-43,7816,100 CM,1.92,1.56,23.0
681,44,681-44,7424,120 CM,1.92,1.56,23.0
682,45,682-45,3077,41-45,3.69,3.00,23.0
684,45,684-45,1184,41-45,4.35,3.54,23.0
685,22,685-22,20,39,57.55,46.79,23.0
686,23,686-23,90,40,57.55,46.79,23.0
687,24,687-24,166,41,57.55,46.79,23.0
688,25,688-25,254,42,57.55,46.79,23.0
689,26,689-26,255,43,57.55,46.79,23.0
690,27,690-27,195,44,57.55,46.79,23.0
691,28,691-28,111,45,57.55,46.79,23.0
692,29,692-29,55,46,57.55,46.79,23.0
693,30,693-30,26,47,57.55,46.79,23.0
694,22,694-22,59,39,82.69,67.23,23.0
695,23,695-23,148,40,82.69,67.23,23.0
696,24,696-24,278,41,82.69,67.23,23.0
697,25,697-25,432,42,82.69,67.23,23.0
698,26,698-26,430,43,82.69,67.23,23.0
699,27,699-27,346,44,82.69,67.23,23.0
700,28,700-28,253,45,82.69,67.23,23.0
701,29,701-29,137,46,82.69,67.23,23.0
702,30,702-30,75,47,82.69,67.23,23.0
706,25,706-25,13,42,54.22,44.08,23.0
707,26,707-26,1,43,54.22,44.08,23.0
710,29,710-29,22,46,54.22,44.08,23.0
711,30,711-30,6,47,54.22,44.08,23.0
712,22,712-22,12,39,64.54,52.47,23.0
713,23,713-23,24,40,64.54,52.47,23.0
714,24,714-24,70,41,64.54,52.47,23.0
715,25,715-25,97,42,64.54,52.47,23.0
716,26,716-26,133,43,64.54,52.47,23.0
717,27,717-27,140,44,64.54,52.47,23.0
718,28,718-28,64,45,64.54,52.47,23.0
719,29,719-29,69,46,64.54,52.47,23.0
720,30,720-30,30,47,64.54,52.47,23.0
721,22,721-22,1,39,64.54,52.47,23.0
728,29,728-29,18,46,64.54,52.47,23.0
731,23,731-23,5,40,67.12,54.57,23.0
732,24,732-24,7,41,67.12,54.57,23.0
733,25,733-25,19,42,67.12,54.57,23.0
734,26,734-26,38,43,67.12,54.57,23.0
735,27,735-27,36,44,67.12,54.57,23.0
736,28,736-28,18,45,67.12,54.57,23.0
737,29,737-29,8,46,67.12,54.57,23.0
738,30,738-30,2,47,67.12,54.57,23.0
739,36,739-36,145,36,83.36,67.77,23.0
740,37,740-37,187,37,83.36,67.77,23.0
741,38,741-38,243,38,83.36,67.77,23.0
742,22,742-22,96,39,83.36,67.77,23.0
743,23,743-23,226,40,83.36,67.77,23.0
744,24,744-24,344,41,83.36,67.77,23.0
745,25,745-25,441,42,83.36,67.77,23.0
746,26,746-26,454,43,83.36,67.77,23.0
747,27,747-27,381,44,83.36,67.77,23.0
748,28,748-28,165,45,83.36,67.77,23.0
749,29,749-29,204,46,83.36,67.77,23.0
750,30,750-30,125,47,83.36,67.77,23.0
751,22,751-22,9,39,62.61,50.90,23.0
754,24,754-24,6,41,62.61,50.90,23.0
755,25,755-25,93,42,62.61,50.90,23.0
756,26,756-26,63,43,62.61,50.90,23.0
758,28,758-28,3,45,62.61,50.90,23.0
760,30,760-30,8,47,62.61,50.90,23.0
762,36,762-36,136,36,61.44,49.95,23.0
763,37,763-37,61,37,61.44,49.95,23.0
764,38,764-38,77,38,61.44,49.95,23.0
765,22,765-22,17,39,61.44,49.95,23.0
766,23,766-23,87,40,61.44,49.95,23.0
768,25,768-25,242,42,61.44,49.95,23.0
769,26,769-26,189,43,61.44,49.95,23.0
770,27,770-27,209,44,61.44,49.95,23.0
772,29,772-29,119,46,61.44,49.95,23.0
773,30,773-30,152,47,61.44,49.95,23.0
775,23,775-23,113,40,86.40,70.24,23.0
776,24,776-24,71,41,86.40,70.24,23.0
777,25,777-25,166,42,86.40,70.24,23.0
778,26,778-26,76,43,86.40,70.24,23.0
779,27,779-27,69,44,86.40,70.24,23.0
780,28,780-28,9,45,86.40,70.24,23.0
782,30,782-30,16,47,86.40,70.24,23.0
783,22,783-22,43,39,86.40,70.24,23.0
784,23,784-23,210,40,86.40,70.24,23.0
785,24,785-24,276,41,86.40,70.24,23.0
786,25,786-25,222,42,86.40,70.24,23.0
787,26,787-26,148,43,86.40,70.24,23.0
788,27,788-27,134,44,86.40,70.24,23.0
789,28,789-28,80,45,86.40,70.24,23.0
790,29,790-29,59,46,86.40,70.24,23.0
791,30,791-30,25,47,86.40,70.24,23.0
792,36,792-36,39,36,79.68,64.78,23.0
793,37,793-37,33,37,79.68,64.78,23.0
794,38,794-38,64,38,79.68,64.78,23.0
795,22,795-22,111,39,79.68,64.78,23.0
796,23,796-23,170,40,79.68,64.78,23.0
797,24,797-24,169,41,79.68,64.78,23.0
798,25,798-25,73,42,79.68,64.78,23.0
799,26,799-26,96,43,79.68,64.78,23.0
800,27,800-27,180,44,79.68,64.78,23.0
801,28,801-28,12,45,79.68,64.78,23.0
802,29,802-29,74,46,79.68,64.78,23.0
803,30,803-30,22,47,79.68,64.78,23.0
813,22,813-22,3,39,98.83,80.35,23.0
814,23,814-23,20,40,98.83,80.35,23.0
815,24,815-24,37,41,98.83,80.35,23.0
816,25,816-25,114,42,98.83,80.35,23.0
817,26,817-26,99,43,98.83,80.35,23.0
818,27,818-27,19,44,98.83,80.35,23.0
819,28,819-28,14,45,98.83,80.35,23.0
820,29,820-29,26,46,98.83,80.35,23.0
822,22,822-22,9,39,85.14,69.22,23.0
824,24,824-24,4,41,85.14,69.22,23.0
825,25,825-25,162,42,85.14,69.22,23.0
827,27,827-27,79,44,85.14,69.22,23.0
828,28,828-28,106,45,85.14,69.22,23.0
829,29,829-29,134,46,85.14,69.22,23.0
864,25,864-25,1,42,59.72,48.55,23.0
948,25,948-25,1,42,134.50,109.35,23.0
954,36,954-36,27,36,75.18,61.12,23.0
955,37,955-37,25,37,75.18,61.12,23.0
956,38,956-38,29,38,75.18,61.12,23.0
957,22,957-22,40,39,75.18,61.12,23.0
958,23,958-23,46,40,75.18,61.12,23.0
959,24,959-24,32,41,75.18,61.12,23.0
960,25,960-25,38,42,75.18,61.12,23.0
961,26,961-26,32,43,75.18,61.12,23.0
962,27,962-27,37,44,75.18,61.12,23.0
963,28,963-28,14,45,75.18,61.12,23.0
964,29,964-29,31,46,75.18,61.12,23.0
965,30,965-30,10,47,75.18,61.12,23.0
966,36,966-36,110,36,85.90,69.84,23.0
968,37,968-37,92,37,85.90,69.84,23.0
969,38,969-38,239,38,85.90,69.84,23.0
970,22,970-22,67,39,85.90,69.84,23.0
971,23,971-23,40,40,85.90,69.84,23.0
972,24,972-24,119,41,85.90,69.84,23.0
973,25,973-25,56,42,85.90,69.84,23.0
976,28,976-28,47,45,85.90,69.84,23.0
977,29,977-29,75,46,85.90,69.84,23.0
978,30,978-30,117,47,85.90,69.84,23.0
996,24,996-24,11,41,93.68,76.16,23.0
997,25,997-25,10,42,93.68,76.16,23.0
