product_id,product_name_pol,category_id,category_name,producer_id
356,RĘKAWICE ROBOCZE RĘKAWICZKI CZARNE POWLEKANE POLIURETAN OPAKOWANIE 9/L,1214553897,Rękawice,1703684705
357,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.42,1214553896,buty,1703684705
358,RĘKAWICE ROBOCZE RĘKAWICZKI CZARNE POWLEKANE POLIURETAN OPAKOWANIE 10/XL,1214553897,Rękawice,1703684705
359,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.43,1214553896,buty,1703684705
360,RĘKAWICE ROBOCZE RĘKAWICZKI CZARNE POWLEKANE POLIURETAN OPAKOWANIE 11/XXL,1214553897,Rękawice,1703684705
361,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.44,1214553896,buty,1703684705
362,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.45,1214553896,buty,1703684705
363,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.46,1214553896,buty,1703684705
364,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.47,1214553896,buty,1703684705
365,KONA LITE KS1012 WO PES/NI10/XL,1214553897,Rękawice,1703684705
366,KONA LITE KS1012 WBL PES/NI10/XL,1214553897,Rękawice,1703684705
367,"SOLARIS WINTER S1 SRC trzewik, skóra dwoinowa 36",1214553896,buty,1703684705
368,RĘKAWICE POLIESTROWO NITRYLOWE POWLEKANE BIAŁO-POMARAŃCZOWE  9/L,1214553897,Rękawice,1703684705
369,RĘKAWICE POLIESTROWO NITRYLOWE POWLEKANE BIAŁO-POMARAŃCZOWE  10/XL,1214553897,Rękawice,1703684705
370,RĘKAWICE POLIESTROWO NITRYLOWE POWLEKANE BIAŁO-POMARAŃCZOWE  11/XXL,1214553897,Rękawice,1703684705
371,BUTY ROBOCZE ZIMOWE trzewiki z PODNOSKIEM obuwie męskie BHP OCIEPLANE S1 37,1214553896,buty,1703684705
372,BUTY ROBOCZE ZIMOWE trzewiki z PODNOSKIEM obuwie męskie BHP OCIEPLANE S1 38,1214553896,buty,1703684705
