product_id,product_name_pol,category_id,category_name,producer_id,producer,total_stock
335,RĘKAWICZKI ROBOCZE NITRYLOWE MOCNE BAWEŁNA 9/L,1214553897,Rękawice,1703684705,4WRK,5383
336,RĘKAWICZKI ROBOCZE NITRYLOWE MOCNE BAWEŁNA 10/XL,1214553897,Rękawice,1703684705,4WRK,16587
337,NASHI PES/LA KS5033 YY 10/XL,1214553897,Rękawice,1703684705,4WRK,25256
338,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 40,1214553896,buty,1703684705,4WRK,4
339,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 41,1214553896,buty,1703684705,4WRK,132
340,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 42,1214553896,buty,1703684705,4WRK,114
341,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 43,1214553896,buty,1703684705,4WRK,96
342,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 44,1214553896,buty,1703684705,4WRK,94
343,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 45,1214553896,buty,1703684705,4WRK,9
344,MONSOON PES/PU KS6002 GG 7/S,1214553897,Rękawice,1703684705,4WRK,12495
345,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM  46,1214553896,buty,1703684705,4WRK,64
346,MONSOON PES/PU KS6002 GG 8/M,1214553897,Rękawice,1703684705,4WRK,0
347,BUTY ROBOCZE ZIMOWE trzewiki WODOODPORNE buty męskie S3 OCIEPLANE FUTREM 47,1214553896,buty,1703684705,4WRK,44
348,MONSOON PES/PU KS6002 GG 9/L,1214553897,Rękawice,1703684705,4WRK,21600
349,MONSOON PES/PU KS6002 GG 10/XL,1214553897,Rękawice,1703684705,4WRK,11520
350,MONSOON PES/PU KS6002 GG 11/XXL,1214553897,Rękawice,1703684705,4WRK,7440
351,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.39,1214553896,buty,1703684705,4WRK,0
352,RĘKAWICE ROBOCZE RĘKAWICZKI CZARNE POWLEKANE POLIURETAN OPAKOWANIE  7/S,1214553897,Rękawice,1703684705,4WRK,22739
353,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.40,1214553896,buty,1703684705,4WRK,4
354,RĘKAWICE ROBOCZE RĘKAWICZKI CZARNE POWLEKANE POLIURETAN OPAKOWANIE  8/M,1214553897,Rękawice,1703684705,4WRK,36143
355,BUTY ROBOCZE ZIMOWE ŚNIEGOWCE TRZEWIKI OCIEPLANE NA ZIMĘ BEZ PODNOSKA R.41,1214553896,buty,1703684705,4WRK,16
